age,gender,vehicle_age,vehicle_type,annual_mileage,accidents_history,traffic_violations,license_years,city_type,credit_score,anti_theft,multi_car,premium
52,male,12,sports,47625,2,5,34,suburban,346,no,yes,4538
25,female,3,truck,21513,0,3,7,suburban,691,no,no,1909
20,female,6,sports,22801,2,6,2,urban,378,no,no,4557
31,female,1,sports,34846,1,0,13,urban,812,no,yes,3209
30,male,5,sedan,44566,2,2,12,suburban,322,no,yes,3353
62,female,5,sports,28157,4,1,44,suburban,527,yes,no,4178
49,female,17,sedan,33363,0,6,31,urban,737,no,yes,2833
51,female,19,truck,10136,3,3,33,rural,597,yes,yes,3471
62,male,7,hatchback,22421,3,6,44,urban,559,yes,no,4317
36,female,7,sedan,17491,0,3,18,suburban,309,yes,yes,2015
55,female,7,suv,12546,1,0,37,rural,457,no,no,2428
33,male,7,hatchback,10903,3,4,15,suburban,457,no,yes,3497
19,male,0,truck,21406,4,7,1,rural,619,no,no,4190
57,female,1,hatchback,19949,3,2,39,suburban,501,no,no,3743
34,male,11,sedan,14825,3,1,16,urban,420,yes,yes,3228
72,female,14,truck,11287,4,3,50,suburban,438,yes,yes,3890
51,male,3,suv,49961,2,6,33,urban,638,no,no,4355
59,male,2,sedan,39173,1,2,41,rural,559,no,no,3350
33,female,13,sedan,47438,4,6,15,urban,732,no,yes,4860
55,female,7,truck,22578,4,1,37,rural,343,no,no,3855
19,female,12,truck,46535,0,5,1,suburban,458,yes,yes,2953
19,male,18,hatchback,12923,1,5,1,urban,654,no,yes,2893
43,female,4,suv,39374,2,7,25,rural,397,yes,yes,4407
30,female,12,hatchback,46411,4,7,12,rural,837,no,no,4278
73,female,19,hatchback,13316,2,1,50,rural,538,no,no,2645
64,female,0,sedan,49414,4,7,46,rural,774,no,yes,4805
48,female,15,truck,15556,4,5,30,suburban,823,no,yes,3989
51,male,1,sedan,15058,0,3,33,suburban,691,no,no,2141
56,female,6,suv,44018,3,2,38,suburban,308,no,no,4476
20,female,5,hatchback,39451,1,1,2,rural,812,yes,no,2012
25,male,4,suv,30482,0,3,7,suburban,688,yes,yes,2344
40,female,3,truck,49494,2,2,22,rural,509,no,yes,3271
31,female,1,truck,30005,4,2,13,rural,353,yes,no,3521
73,female,9,sports,24135,4,3,50,rural,451,no,yes,4583
72,female,4,suv,28888,1,2,50,urban,709,yes,yes,3180
44,female,17,sedan,37481,0,4,26,suburban,309,no,no,2416
71,male,9,suv,33401,0,1,50,suburban,567,yes,yes,2434
46,male,14,hatchback,45431,2,1,28,urban,750,no,no,3316
56,male,8,truck,29937,0,2,38,urban,496,yes,no,2728
70,female,10,truck,18146,0,3,50,urban,697,yes,no,2556
56,male,16,suv,35101,3,0,38,urban,351,no,no,3742
18,female,8,suv,16253,1,7,0,rural,768,no,yes,2756
34,female,15,suv,8223,0,5,16,suburban,667,no,no,1740
58,female,5,hatchback,10441,2,2,40,suburban,673,no,no,2350
47,male,10,hatchback,47590,4,0,29,suburban,358,no,no,3716
70,male,16,sedan,45149,0,2,50,rural,593,yes,yes,2153
30,male,3,suv,17863,0,0,12,suburban,409,no,yes,2354
38,female,14,sedan,42952,4,2,20,urban,841,no,yes,3948
36,male,0,sports,34564,3,3,18,suburban,406,yes,yes,4839
70,female,19,hatchback,21653,1,5,50,suburban,596,yes,no,2680
36,male,0,truck,29088,3,6,18,rural,394,yes,yes,3975
74,male,8,sports,27499,2,6,50,urban,771,no,yes,4144
42,female,11,truck,47083,0,0,24,urban,378,no,yes,2458
39,female,3,sports,28682,3,7,21,urban,549,yes,no,5248
48,male,12,sedan,37132,1,7,30,suburban,638,yes,no,3165
34,male,6,sedan,9533,2,4,16,urban,356,no,no,3445
72,male,7,hatchback,22426,3,3,50,urban,446,yes,no,4121
40,female,12,truck,19560,0,5,22,suburban,316,no,yes,2682
49,female,10,sports,39409,1,2,31,rural,667,yes,yes,2781
27,male,8,suv,20925,0,0,9,suburban,488,yes,yes,1728
27,male,15,suv,27987,0,7,9,rural,547,no,yes,3044
53,female,9,hatchback,15633,2,5,35,rural,449,yes,yes,3938
25,male,10,truck,41065,1,1,7,urban,512,yes,no,3000
71,female,11,suv,35125,4,7,50,urban,516,no,yes,5363
69,female,13,hatchback,8996,0,3,50,suburban,305,no,no,2214
37,female,18,hatchback,5014,1,0,19,rural,694,yes,no,1094
49,female,11,truck,19895,0,3,31,suburban,603,no,no,1880
67,female,17,suv,6674,3,0,49,urban,710,no,yes,3004
31,female,16,suv,42867,3,6,13,rural,702,no,yes,3966
67,male,2,suv,25001,1,1,49,urban,679,yes,no,2503
45,female,0,sedan,22864,2,4,27,urban,751,yes,yes,3166
63,female,18,suv,31321,4,1,45,urban,528,yes,yes,4057
69,male,3,sports,29082,3,2,50,rural,804,yes,yes,3510
70,female,15,sedan,45131,2,3,50,rural,444,yes,yes,3363
41,male,11,sedan,10957,4,4,23,urban,349,yes,no,3680
32,female,12,sedan,9210,3,3,14,rural,723,yes,yes,2366
39,male,16,sedan,23069,4,5,21,urban,399,no,yes,4138
47,male,7,hatchback,39851,0,0,29,urban,642,no,yes,2317
21,female,12,sports,31865,1,2,3,urban,825,yes,no,3260
30,female,19,truck,23070,3,2,12,rural,312,yes,no,2719
40,female,4,suv,9158,3,3,22,suburban,471,no,yes,3789
25,female,17,sedan,40550,0,6,7,suburban,788,yes,yes,2155
35,male,14,truck,25572,3,2,17,rural,658,yes,yes,2925
29,male,11,hatchback,9100,3,7,11,rural,405,yes,yes,3663
72,male,16,truck,49469,3,3,50,urban,488,no,no,4486
48,female,14,sedan,20525,3,0,30,urban,828,no,no,2607
31,male,1,sports,23456,3,0,13,suburban,349,no,no,3346
51,female,5,truck,5097,2,3,33,urban,548,yes,no,2871
35,female,16,sedan,14483,3,1,17,suburban,709,no,no,2560
73,male,15,sedan,41232,0,1,50,suburban,690,no,no,2406
51,female,16,suv,6787,3,0,33,rural,678,yes,yes,2144
28,male,19,suv,45531,4,4,10,rural,526,yes,no,4345
58,female,8,sports,26788,4,7,40,rural,512,yes,no,5005
29,male,4,suv,38451,0,1,11,suburban,828,yes,no,2000
66,female,0,sports,21092,2,3,48,rural,645,no,yes,3115
32,male,5,hatchback,6132,0,0,14,suburban,718,no,no,1407
74,male,13,hatchback,17314,2,2,50,rural,383,yes,no,2826
48,female,16,suv,43645,1,2,30,suburban,496,yes,no,3156
66,female,18,hatchback,27582,4,6,48,urban,829,yes,no,4165
46,male,0,truck,32780,4,7,28,urban,520,yes,yes,5073
43,female,0,truck,37236,4,1,25,suburban,475,yes,yes,4135
35,female,12,truck,18068,2,4,17,suburban,621,no,yes,2682
49,female,13,hatchback,16057,0,5,31,urban,834,yes,no,2254
39,male,5,truck,38622,2,1,21,suburban,693,no,yes,2583
55,male,5,sports,43506,4,4,37,suburban,623,yes,yes,4563
34,female,0,sedan,7026,4,1,16,urban,384,no,yes,3457
40,female,13,suv,31563,4,2,22,suburban,726,yes,yes,3388
41,male,2,sports,43133,4,4,23,rural,567,yes,yes,5287
67,female,9,truck,7550,1,2,49,urban,411,no,no,3012
25,male,18,sedan,35922,4,7,7,rural,697,no,no,3873
58,female,18,suv,12089,2,6,40,suburban,351,no,no,3540
23,female,18,sports,21623,4,3,5,suburban,383,no,no,4163
22,female,3,suv,17043,3,3,4,rural,724,no,no,3435
61,male,19,hatchback,6036,1,0,43,suburban,320,no,no,1867
74,male,18,truck,27516,4,2,50,suburban,355,no,yes,3848
46,male,9,sports,26164,3,2,28,rural,590,no,yes,3869
45,male,1,sports,11122,2,6,27,suburban,672,yes,no,3226
28,female,3,sedan,36786,1,0,10,urban,307,yes,no,2882
74,female,5,sedan,21150,4,7,50,rural,423,yes,no,4638
18,male,6,sedan,27094,2,3,0,rural,400,no,no,3167
60,female,15,suv,16692,3,3,42,rural,392,no,yes,3438
36,female,6,truck,17054,1,4,18,rural,684,yes,yes,2201
26,male,17,suv,6767,4,4,8,urban,379,no,no,4168
44,female,19,truck,9708,2,5,26,rural,597,yes,no,3075
51,female,18,sports,46121,1,6,33,rural,330,no,no,3871
61,male,8,suv,34292,3,3,43,suburban,677,no,no,3494
21,female,19,suv,33082,4,5,3,rural,629,no,no,3653
53,female,9,suv,39024,1,1,35,suburban,598,no,no,3000
35,female,12,hatchback,31734,3,2,17,rural,581,yes,yes,3506
32,male,17,truck,47911,3,4,14,rural,311,yes,yes,3807
68,male,15,truck,28461,2,1,50,urban,368,yes,yes,3001
30,female,16,suv,10351,3,4,12,suburban,822,no,yes,2949
36,female,12,hatchback,38517,3,0,18,urban,322,yes,no,3931
66,female,11,suv,22092,0,2,48,suburban,636,yes,yes,2145
23,male,9,truck,44184,3,5,5,rural,726,yes,yes,3759
65,male,0,sports,44718,4,7,47,urban,508,yes,no,6033
73,male,7,hatchback,30041,1,5,50,suburban,514,yes,yes,3208
29,female,17,hatchback,30676,4,7,11,suburban,722,yes,yes,3772
68,female,1,suv,39481,4,7,50,urban,372,no,yes,5352
54,female,15,sports,17777,2,4,36,suburban,573,no,no,3586
34,female,11,truck,29320,0,3,16,rural,532,no,no,2150
40,female,8,sedan,13308,0,6,22,suburban,340,no,no,2424
43,male,2,truck,48441,4,5,25,rural,588,yes,no,4683
46,female,3,truck,20329,1,0,28,suburban,569,yes,yes,2186
50,female,1,sports,18882,0,0,32,urban,738,no,no,2288
44,female,7,hatchback,9714,0,3,26,rural,613,yes,no,1658
42,male,9,truck,31050,4,0,24,suburban,809,yes,no,3058
73,female,15,hatchback,48432,0,6,50,rural,693,yes,yes,2851
72,male,10,sports,20753,2,2,50,urban,327,no,yes,3776
27,male,17,sports,34979,4,4,9,suburban,569,yes,yes,4718
64,male,13,suv,19630,0,0,46,suburban,766,no,yes,1510
40,male,7,sedan,22658,0,2,22,rural,373,no,no,2469
38,male,14,sports,8709,0,3,20,urban,545,yes,yes,2659
38,female,16,sports,38106,4,4,20,urban,709,no,no,4693
60,female,17,hatchback,44529,1,3,42,suburban,797,no,yes,2804
30,male,5,sports,42043,3,4,12,rural,717,no,no,4378
54,male,13,truck,16491,0,6,36,suburban,510,no,yes,2788
50,male,2,suv,44530,3,0,32,suburban,522,no,yes,4165
41,female,6,suv,13834,3,0,23,rural,659,yes,yes,2724
61,female,14,truck,19358,0,4,43,urban,319,yes,yes,2568
28,male,15,sports,14872,0,2,10,suburban,722,no,no,1906
34,female,15,sedan,26657,3,2,16,suburban,420,no,yes,3251
21,female,7,sports,29827,1,2,3,rural,472,no,no,3493
64,male,6,suv,13173,3,1,46,rural,333,no,no,3066
42,male,5,sedan,21685,1,5,24,suburban,370,no,yes,2854
47,female,1,hatchback,16333,2,5,29,urban,844,no,yes,3252
26,female,12,hatchback,16356,1,5,8,rural,834,no,yes,2160
38,female,11,sports,45584,4,2,20,suburban,313,yes,yes,4554
37,male,14,sports,49917,0,0,19,urban,605,no,no,3134
36,male,8,sedan,16344,2,6,18,rural,847,yes,no,2827
36,male,1,sedan,49619,3,1,18,rural,570,yes,yes,3789
29,female,16,sports,44998,1,7,11,suburban,352,no,no,3823
54,female,4,suv,46571,2,7,36,rural,793,yes,yes,3770
59,male,10,hatchback,20795,4,2,41,suburban,762,no,no,3547
34,female,18,sedan,34743,1,0,16,rural,822,yes,yes,2128
54,male,6,suv,6943,3,1,36,urban,623,yes,no,3013
71,female,1,sports,29649,3,0,50,urban,823,no,yes,3871
65,male,15,truck,26021,1,4,47,rural,742,yes,yes,2519
56,female,11,sedan,13348,4,0,38,suburban,550,yes,yes,2662
45,female,14,truck,16750,0,1,27,rural,459,yes,yes,1745
58,male,0,suv,10385,0,2,40,suburban,335,yes,no,1988
52,male,12,hatchback,21639,3,5,34,rural,497,no,yes,3921
64,male,5,suv,24494,4,1,46,urban,749,yes,yes,3346
65,male,12,hatchback,47011,3,2,47,suburban,677,no,no,3359
35,male,17,suv,42800,0,2,17,urban,545,no,no,2867
31,female,2,sedan,44029,3,6,13,urban,692,no,yes,4153
52,male,0,sedan,23640,1,3,34,urban,503,no,no,3107
61,male,14,truck,40402,1,7,43,rural,343,yes,no,3733
58,male,12,suv,6891,4,6,40,suburban,614,yes,yes,3742
24,male,4,suv,33259,0,4,6,urban,707,yes,yes,2439
58,male,12,truck,33987,4,3,40,suburban,505,yes,yes,4227
30,female,4,sports,15683,4,5,12,suburban,540,no,yes,4703
35,male,18,suv,14967,0,1,17,urban,340,no,yes,2212
54,male,17,suv,17128,2,3,36,rural,662,yes,no,2429
30,male,9,suv,45194,2,5,12,urban,394,no,no,3759
53,female,7,sports,39738,3,2,35,urban,839,no,yes,4073
48,female,14,sedan,33295,2,1,30,suburban,443,no,yes,2744
19,male,19,truck,25337,1,3,1,rural,358,no,yes,2344
33,male,3,sports,27202,4,0,15,suburban,808,no,yes,3595
26,female,1,hatchback,11771,3,5,8,rural,812,no,no,3222
26,female,5,hatchback,48452,4,5,8,urban,321,no,no,5150
55,female,2,sports,17857,0,4,37,rural,503,no,yes,3317
28,male,6,sports,36301,2,7,10,suburban,770,no,no,4293
71,male,9,sedan,36460,0,0,50,urban,583,yes,no,2269
73,female,5,hatchback,26387,3,1,50,rural,671,yes,yes,2979
39,male,15,truck,14832,1,3,21,rural,797,no,yes,2329
50,female,1,suv,17626,2,2,32,suburban,631,yes,no,2370
53,female,16,suv,23485,0,3,35,rural,326,no,no,2714
62,female,12,sedan,18423,2,7,44,urban,428,no,no,3749
40,male,0,sedan,36403,4,6,22,rural,679,yes,no,4286
62,female,5,hatchback,35623,1,7,44,suburban,806,yes,yes,3280
62,female,4,truck,21802,2,1,44,rural,394,no,no,2974
51,male,12,truck,21333,1,1,33,urban,476,no,yes,3097
26,female,17,sports,40120,4,1,8,urban,772,yes,no,4067
41,male,11,sedan,33085,4,1,23,rural,785,no,no,3023
25,female,6,suv,27159,0,6,7,rural,574,yes,yes,2949
24,male,14,suv,29660,3,5,6,urban,722,no,yes,3819
53,female,2,hatchback,39519,0,3,35,suburban,830,no,no,2486
35,female,15,suv,33797,1,0,17,urban,619,yes,no,2502
20,female,0,truck,24041,0,2,2,rural,357,no,yes,2174
45,female,15,truck,49935,2,2,27,rural,572,yes,no,3385
23,female,11,sedan,27507,0,4,5,suburban,497,no,yes,2428
61,male,18,hatchback,10524,3,5,43,urban,378,yes,yes,4053
61,male,7,suv,23735,3,1,43,urban,340,no,no,3750
38,female,11,sedan,32675,1,7,20,suburban,544,yes,no,3191
45,female,14,sports,22673,4,1,27,urban,322,yes,yes,4494
57,female,1,sports,49083,3,1,39,suburban,535,yes,yes,4215
71,male,16,suv,40470,1,7,50,urban,425,yes,yes,4152
71,male,6,suv,46603,3,5,50,suburban,439,yes,yes,4513
18,female,12,suv,24289,3,0,0,suburban,693,yes,yes,2575
53,male,0,truck,36230,4,1,35,suburban,426,no,yes,4527
38,female,5,suv,19542,2,4,20,rural,413,yes,no,3552
60,female,12,sports,40690,1,4,42,rural,824,no,no,3638
52,female,10,suv,11654,3,0,34,rural,527,no,yes,3149
30,male,9,hatchback,7021,3,5,12,urban,820,yes,no,3067
74,female,15,sports,25008,0,1,50,suburban,445,no,yes,2747
66,female,19,hatchback,27728,2,6,48,urban,462,no,yes,4016
71,female,16,sports,29162,4,3,50,urban,468,yes,yes,4888
71,male,16,sedan,32446,1,3,50,suburban,837,yes,no,2432
27,male,3,sports,34979,3,2,9,rural,424,yes,no,4010
70,male,4,sports,49078,1,0,50,urban,599,yes,yes,3826
61,female,13,hatchback,9225,4,3,43,urban,549,no,yes,3839
64,male,19,hatchback,14209,2,2,46,urban,821,yes,no,2659
70,female,9,sports,49660,0,4,50,rural,404,yes,no,3205
27,male,13,sports,20723,2,2,9,suburban,812,yes,yes,3126
63,female,0,truck,8140,0,1,45,suburban,805,no,yes,1265
30,male,10,sedan,16721,1,1,12,urban,601,no,no,1870
54,female,17,sedan,7587,2,4,36,suburban,529,yes,no,2848
55,male,15,suv,48342,2,0,37,rural,363,yes,yes,3324
41,male,17,sports,44437,2,5,23,suburban,531,yes,yes,4604
19,male,7,sports,23989,4,7,1,urban,482,no,yes,5379
39,female,9,sports,37726,1,7,21,urban,618,no,yes,4056
34,male,9,sports,10004,0,1,16,suburban,391,no,yes,2323
53,male,4,sedan,19301,2,7,35,urban,363,no,yes,4359
31,male,9,hatchback,37679,1,1,13,rural,518,yes,no,3008
27,male,17,truck,33103,4,2,9,rural,546,no,no,3705
52,female,5,hatchback,46168,4,2,34,rural,772,yes,no,3916
42,male,2,hatchback,12504,1,2,24,rural,356,yes,yes,2315
20,female,7,sedan,41578,0,3,2,urban,344,yes,yes,2757
64,female,8,truck,11080,1,6,46,urban,385,yes,no,3597
55,female,4,sports,12408,1,4,37,suburban,337,no,no,3178
34,female,1,sedan,9153,3,0,16,urban,481,yes,yes,2571
29,male,1,sedan,16055,4,2,11,suburban,463,no,no,3714
71,female,6,truck,24760,0,0,50,urban,425,no,no,2600
69,female,16,suv,22752,3,6,50,suburban,506,no,yes,4204
41,female,9,sedan,29193,1,2,23,suburban,566,yes,no,2654
46,female,11,hatchback,8800,4,1,28,rural,653,yes,no,2941
60,male,1,hatchback,6037,3,6,42,suburban,710,yes,no,3327
42,male,9,sports,35054,3,0,24,suburban,421,yes,yes,3887
53,female,19,sedan,31866,0,3,35,suburban,807,yes,yes,1975
43,female,0,sports,5992,1,2,25,suburban,768,no,no,2143
55,female,3,sedan,28696,0,5,37,suburban,432,yes,no,2776
18,male,12,truck,42278,3,4,0,rural,678,no,yes,3141
37,male,11,sedan,38161,3,1,19,suburban,617,no,yes,3025
72,male,10,suv,13005,0,6,50,suburban,424,no,yes,2771
45,male,9,hatchback,34400,3,6,27,suburban,750,no,yes,3984
33,male,14,truck,21741,2,2,15,urban,507,yes,yes,3038
64,female,4,hatchback,22565,4,6,46,urban,599,yes,no,4805
34,male,16,sports,44585,1,0,16,rural,788,yes,yes,2583
57,male,4,truck,39833,4,7,39,suburban,441,no,no,5182
45,female,1,suv,17094,1,2,27,suburban,773,no,no,2032
29,male,8,hatchback,36280,3,1,11,urban,603,no,yes,3121
44,male,5,sedan,49378,0,4,26,suburban,329,no,yes,3289
71,male,17,sedan,24513,0,4,50,rural,676,no,yes,2003
70,female,13,sedan,5154,3,4,50,suburban,640,no,no,2528
59,male,18,truck,35262,1,5,41,rural,508,yes,yes,3370
64,female,13,suv,33134,3,7,46,urban,542,no,no,5053
47,female,7,suv,47514,1,1,29,rural,457,yes,yes,3172
58,male,16,suv,13678,3,5,40,rural,445,yes,no,3692
51,male,2,hatchback,11294,3,5,33,rural,639,yes,no,3533
54,male,9,truck,14574,3,6,36,rural,391,no,yes,4078
23,male,16,sedan,40183,0,2,5,rural,628,yes,yes,2088
24,female,10,hatchback,6070,1,1,6,rural,471,yes,no,1980
49,male,7,suv,23638,3,1,31,rural,330,no,no,3487
49,female,0,sedan,31082,4,6,31,rural,571,yes,yes,4486
70,female,12,truck,21306,4,2,50,rural,394,yes,no,3442
42,female,3,sports,47835,0,3,24,urban,376,no,no,3872
50,female,6,suv,12807,2,5,32,rural,450,no,yes,3583
72,female,13,suv,28224,0,4,50,rural,441,no,yes,2759
24,male,4,suv,37143,2,7,6,suburban,530,yes,no,4175
69,female,10,suv,29766,0,0,50,suburban,427,yes,no,2123
74,female,16,sedan,29715,4,7,50,suburban,796,no,yes,4447
29,male,4,truck,12398,3,5,11,rural,579,yes,yes,3306
33,male,19,hatchback,17202,1,0,15,urban,840,no,yes,1613
33,female,2,sedan,32987,3,2,15,urban,829,no,no,3446
60,female,4,truck,40740,4,7,42,suburban,430,no,yes,5170
70,male,14,hatchback,16312,1,0,50,suburban,760,yes,no,1434
53,female,18,suv,25354,2,3,35,rural,568,yes,yes,3362
30,male,15,truck,18627,2,1,12,urban,559,yes,yes,2419
24,male,7,suv,39113,4,4,6,urban,350,no,no,4747
53,female,12,truck,33758,1,0,35,suburban,432,no,yes,2177
64,male,15,sports,45409,3,0,46,urban,304,yes,no,3781
68,female,2,suv,33486,4,7,50,suburban,801,yes,yes,4703
26,female,0,suv,20099,2,2,8,suburban,483,yes,yes,2996
49,female,8,suv,46412,4,2,31,rural,708,no,yes,3773
28,male,8,sedan,6611,3,6,10,suburban,390,no,yes,3448
25,female,16,hatchback,36657,0,1,7,rural,735,yes,yes,1656
50,male,1,suv,23462,0,4,32,urban,488,yes,no,2930
40,female,8,suv,15773,3,6,22,urban,779,yes,no,3755
42,female,18,sedan,28763,1,6,24,suburban,682,yes,no,2535
73,male,12,sedan,43547,4,0,50,suburban,621,no,yes,3439
25,female,4,sports,47218,3,1,7,rural,742,yes,yes,3640
62,female,8,truck,34063,0,7,44,rural,789,yes,yes,2596
39,male,12,suv,44918,2,7,21,urban,432,no,yes,4412
21,male,0,truck,21737,3,7,3,urban,725,no,no,3786
57,male,14,sedan,18861,3,4,39,suburban,549,yes,no,3376
20,female,3,sedan,47523,3,1,2,suburban,360,no,yes,3527
46,male,3,sports,35284,0,0,28,rural,721,yes,no,2076
58,male,19,hatchback,27428,0,7,40,suburban,775,yes,yes,2556
46,female,9,sedan,5711,3,2,28,rural,522,yes,yes,3155
51,male,5,suv,18706,3,2,33,urban,737,no,yes,3454
51,female,11,sports,33078,1,2,33,urban,683,yes,no,3164
45,female,19,hatchback,15924,2,3,27,suburban,618,yes,yes,2169
30,male,15,sports,20921,4,1,12,rural,524,no,no,4206
32,female,2,sedan,30432,4,7,14,suburban,722,no,no,4636
40,male,13,hatchback,22813,4,0,22,suburban,490,no,yes,3328
61,male,0,truck,44212,0,1,43,rural,378,yes,no,2434
43,male,9,hatchback,48452,0,2,25,suburban,664,yes,yes,2217
21,male,14,suv,8420,1,5,3,rural,321,yes,no,2639
43,female,6,truck,7068,0,5,25,rural,847,yes,yes,1716
57,female,3,truck,44927,3,7,39,suburban,629,yes,yes,4282
26,male,13,suv,9806,2,1,8,rural,455,no,yes,2768
72,male,15,truck,44612,2,7,50,urban,355,no,yes,4320
22,female,13,sedan,35539,2,4,4,urban,547,yes,yes,4034
73,male,2,hatchback,16683,2,5,50,urban,560,yes,no,3412
49,female,16,hatchback,24615,4,5,31,urban,734,yes,yes,3776
37,male,13,suv,40674,4,1,19,suburban,826,yes,yes,3600
67,female,17,sedan,25575,3,6,49,urban,777,yes,no,4240
28,female,2,truck,24807,1,3,10,urban,837,yes,yes,2443
32,female,18,hatchback,25441,0,3,14,urban,834,yes,yes,1735
49,male,2,hatchback,26578,0,2,31,urban,680,yes,no,2256
45,male,11,hatchback,16117,4,7,27,suburban,402,no,yes,4282
39,male,4,hatchback,8665,2,0,21,urban,328,no,no,2841
58,male,9,sports,49390,3,6,40,rural,782,yes,no,4628
34,male,8,suv,14348,1,7,16,rural,356,yes,no,3015
43,female,0,truck,33783,4,4,25,suburban,361,yes,yes,4760
61,female,12,truck,12882,3,7,43,suburban,347,no,no,3341
24,female,2,suv,10289,3,6,6,suburban,666,no,yes,3859
59,female,18,sedan,18910,4,7,41,urban,846,yes,no,4339
74,female,10,suv,45566,3,0,50,suburban,844,yes,no,3182
43,female,15,hatchback,36983,2,0,25,urban,626,yes,no,3004
42,female,5,hatchback,41176,3,4,24,suburban,565,yes,yes,3684
27,male,2,suv,22545,1,3,9,rural,475,yes,no,3007
62,female,18,suv,35289,3,6,44,rural,343,no,yes,3929
36,male,5,truck,9090,0,7,18,urban,518,yes,no,2607
28,female,7,truck,48801,3,5,10,suburban,425,yes,no,3931
30,female,12,sports,20362,4,2,12,rural,678,no,yes,3627
70,male,11,sports,27074,0,1,50,urban,618,yes,no,2578
25,female,9,hatchback,35835,4,3,7,rural,604,no,no,3491
57,male,2,sports,18783,1,2,39,suburban,499,no,yes,2823
21,female,3,sports,49162,2,5,3,urban,384,no,yes,4885
64,male,0,sedan,40749,1,3,46,rural,340,yes,no,3194
48,female,12,suv,45833,0,6,30,suburban,662,no,no,3058
45,male,3,truck,8554,2,4,27,urban,568,no,no,3385
28,male,10,sports,23773,3,0,10,rural,661,no,yes,3356
60,female,18,truck,13158,0,4,42,rural,666,yes,yes,1678
18,female,10,sports,6014,2,5,0,urban,480,no,no,4012
66,male,11,sports,35331,4,1,48,suburban,530,no,yes,4366
64,female,10,hatchback,47986,2,7,46,urban,369,yes,yes,4335
69,male,5,sedan,41481,4,4,50,rural,788,yes,no,4374
55,female,11,suv,12585,4,5,37,rural,533,no,yes,4482
41,male,8,suv,9122,2,0,23,rural,728,no,yes,2282
71,female,9,hatchback,47660,1,3,50,suburban,593,no,yes,3145
74,male,2,hatchback,21838,1,2,50,rural,647,yes,yes,2082
64,female,2,suv,22301,4,5,46,rural,398,yes,yes,4751
48,male,19,suv,28107,0,5,30,urban,660,yes,no,2821
58,male,15,sedan,27625,2,6,40,rural,657,yes,yes,3104
63,female,2,sports,42142,0,1,45,urban,429,yes,yes,3846
67,female,9,sedan,5489,1,3,49,rural,818,no,yes,2151
43,male,10,suv,5984,0,5,25,urban,682,no,yes,2113
66,male,7,sports,22344,3,5,48,urban,363,yes,no,4666
67,male,5,suv,39550,3,2,49,urban,695,no,no,3952
22,male,19,sedan,19959,1,7,4,urban,480,yes,yes,3191
37,female,10,sedan,43751,0,0,19,suburban,488,no,no,2460
69,male,11,sedan,6869,2,4,50,rural,482,no,yes,2826
58,male,15,sports,49264,1,6,40,suburban,791,yes,no,3483
28,male,17,truck,35268,3,3,10,rural,469,yes,yes,3560
73,female,12,truck,24028,1,2,50,urban,621,no,yes,2464
71,male,2,suv,44606,0,2,50,rural,471,no,no,3501
50,female,14,sports,18550,0,4,32,urban,583,no,yes,3399
